latitud,longitud,salud,bomberos,policia
-17.66,-70.72,1,1,1
-11.3,-73.3,0,0,0
-14.32,-75.9,0,0,0
-16.25,-73.59,1,0,1
-11.34,-74.47,1,0,0
-12.7,-77.36,0,0,0
-8.47,-75.6,0,0,0
-16.74,-71.21,1,0,0
-9.98,-79.04,0,0,0
-8.8,-74.73,0,0,0
-17.84,-69.64,0,0,0
-9.79,-80.3,0,0,0
-11.41,-77.8,0,0,0
-10.7,-78.46,0,0,0
-16.03,-74.67,0,0,0
-2.35,-77.01,0,0,0
-17.44,-69.94,1,1,1
-10.77,-78.22,0,0,0
-3.95,-80.62,1,0,1
-10.07,-78.92,0,0,0
-15.15,-73.52,0,0,0
-12.75,-76.9,0,0,0
-8.81,-74.62,0,0,0
-16.62,-72.52,0,0,0
-9.54,-75.3,0,0,0
-14.84,-71.99,0,0,0
-17.69,-70.55,0,0,0
-15.96,-72.97,0,0,0
-5.81,-76.69,0,0,0
-15.37,-73.12,0,0,0
-13.45,-77.09,0,0,0
-16.89,-72.28,0,0,0
-9.45,-75.83,0,0,0
-12.89,-73.95,0,0,0
-15.52,-74.78,1,0,1
-8.4,-77.7,0,0,0
-14.31,-72.85,1,0,1
-15.69,-71.56,2,0,1
-15.98,-74.58,0,0,0
-10.38,-75.51,0,0,1
-11.01,-76.55,0,0,0
-15.36,-71.84,0,0,0
-11.23,-74.34,0,0,0
-9.99,-78.96,0,0,0
-11.84,-76.26,1,0,1
-4.89,-80.88,6,0,3
-14.49,-73.74,0,0,0
-2.77,-81.24,0,0,0
-2.81,-81.29,0,0,0
-2.77,-81.23,0,0,0
-9.79,-75.16,0,0,0
-12.32,-76.23,2,0,0
-10.78,-75.45,0,0,0
-12.59,-76.88,0,0,0
-3.77,-80.26,1,0,0
-15.81,-74.32,3,0,2
-6.08,-76.42,0,0,0
-6.07,-76.48,0,0,0
-15.06,-75.75,0,0,0
-11.65,-77.34,2,1,1
-17.46,-70.85,0,0,0
-16.66,-72.14,0,0,0
-11.35,-76.86,0,0,0
-8.54,-79.95,0,0,0
-17.26,-70.93,12,3,5
-5.76,-76.88,0,0,0
-8.98,-79.43,0,0,0
-12.91,-74.03,0,0,0
-12.58,-76.87,0,0,0
-12.9,-77.0,0,0,0
-15.0,-75.74,0,0,0
-7.63,-78.26,0,0,0
-14.44,-74.54,0,0,0
-3.69,-80.05,2,0,0
-9.25,-75.3,0,0,0
-11.22,-73.31,0,0,0
-11.09,-73.44,0,0,0
-10.29,-75.68,0,0,0
-16.16,-75.06,0,0,0
-15.62,-70.17,0,0,1
-8.65,-74.94,0,0,0
-16.88,-73.0,0,0,0
-13.61,-74.86,0,0,0
-15.5,-74.19,0,0,0
-8.13,-78.11,1,0,0
-17.19,-70.84,7,2,5
-13.94,-76.28,0,0,0
-18.22,-69.66,0,0,0
-7.51,-79.91,0,0,0
-16.11,-73.45,0,0,0
-8.72,-76.16,0,0,0
-8.35,-75.08,0,0,0
-3.7,-81.07,0,0,0
-4.32,-80.4,0,0,0
-19.73,-68.27,1,0,0
-8.03,-74.53,0,0,0
-16.51,-72.81,0,0,2
-9.69,-78.95,0,0,0
-18.63,-70.77,0,0,0
-14.34,-75.75,1,0,1
-9.69,-74.21,0,0,0
-6.77,-74.18,0,0,0
-13.62,-74.24,0,0,0
-13.63,-74.24,0,0,0
-4.47,-80.34,0,0,0
-8.44,-80.08,0,0,0
-7.12,-74.44,0,0,0
-8.55,-76.45,0,0,0
-15.97,-75.32,0,0,0
-16.0,-74.59,0,0,0
-15.59,-71.59,2,0,1
-16.74,-72.39,0,0,1
-13.84,-71.87,0,0,2
-15.91,-74.44,0,0,0
-13.69,-71.76,0,0,4
-13.37,-76.22,10,0,4
-14.31,-73.21,0,0,2
-14.81,-73.7,0,0,0
-16.14,-72.8,0,0,0
-15.05,-73.04,0,0,0
-7.41,-80.23,0,0,0
-12.87,-76.83,0,0,0
-8.19,-74.41,0,0,0
-4.01,-76.86,0,0,0
-8.83,-74.7,0,0,0
-9.35,-79.17,0,0,0
-15.14,-74.36,0,0,0
-18.33,-71.13,0,0,0
-11.51,-77.87,0,0,0
-9.4,-75.23,0,0,0
-9.16,-75.78,0,0,0
-12.95,-76.7,0,0,0
-9.57,-76.1,0,0,0
-16.07,-75.18,0,0,0
-10.36,-75.73,0,0,0
-16.1,-75.25,0,0,0
-16.09,-74.52,0,0,0
-12.83,-77.01,0,0,0
-12.42,-76.84,2,1,6
-13.5,-71.76,1,1,5
-14.29,-73.93,0,0,1
-12.06,-74.32,0,0,0
-15.2,-72.53,0,0,0
-16.67,-72.44,0,0,1
-7.48,-74.76,0,0,0
-10.48,-74.7,0,0,0
-15.49,-75.01,0,0,0
-8.71,-79.68,0,0,0
-17.12,-70.37,0,0,0
-9.09,-75.14,0,0,0
-12.47,-77.07,0,0,0
-16.31,-73.41,0,0,0
-12.21,-72.14,0,0,0
-3.75,-78.53,0,0,0
-3.77,-75.85,0,0,0
-16.12,-74.75,0,0,0
-17.22,-70.86,12,3,5
-16.83,-71.56,0,0,0
-10.11,-75.6,0,0,0
-15.76,-71.93,0,0,0
-15.23,-73.96,0,0,0
-9.04,-75.68,0,0,0
-13.02,-76.67,0,0,0
-16.19,-74.4,0,0,0
-16.16,-74.37,0,0,0
-14.39,-76.23,0,0,0
-12.91,-76.83,0,0,0
-3.23,-80.25,0,0,0
-14.77,-75.6,0,0,0
-15.67,-70.79,0,0,0
-14.11,-74.0,0,0,0
-3.13,-76.69,0,0,0
-14.31,-76.47,0,0,0
-12.58,-76.86,0,0,0
-12.2,-77.65,0,0,0
-4.92,-78.81,0,0,0
-18.03,-70.14,7,2,4
-13.72,-75.94,0,0,2
-15.78,-74.93,0,0,0
-22.78,-69.17,0,0,0
-11.4,-73.29,0,0,0
-15.92,-74.45,0,0,0
-13.93,-76.02,0,0,0
-14.91,-75.78,0,0,0
-15.72,-71.72,0,0,0
-16.03,-74.52,0,0,0
-15.72,-70.81,0,0,0
-17.49,-69.36,0,0,1
-12.39,-73.03,0,0,0
-15.73,-74.93,0,0,0
-9.34,-79.25,0,0,0
-16.29,-74.99,0,0,0
-13.28,-76.44,0,0,0
-16.21,-75.01,0,0,0
-17.66,-69.9,0,0,0
-8.22,-79.73,0,0,0
-14.66,-73.76,0,0,0
-15.74,-74.81,0,0,0
-15.86,-74.59,0,0,0
-8.67,-74.66,0,0,0
-13.14,-76.7,0,0,0
-5.97,-81.57,0,0,0
-5.69,-77.54,0,0,0
-14.29,-74.5,0,0,0
-15.94,-74.44,0,0,0
-16.1,-75.03,0,0,0
-16.05,-75.21,0,0,0
-16.15,-74.99,0,0,0
-16.11,-75.06,0,0,0
-16.22,-74.98,0,0,0
-16.1,-74.85,0,0,0
-15.97,-74.8,0,0,0
-16.12,-74.96,0,0,0
-16.06,-74.53,0,0,0
-14.16,-71.45,1,0,4
-11.63,-73.95,0,0,0
-11.65,-73.82,0,0,0
-15.67,-75.18,0,0,0
-15.81,-73.12,0,0,0
-8.42,-76.41,0,0,0
-16.65,-73.54,0,0,0
-8.47,-76.46,0,0,0
-11.0,-76.28,0,0,1
-11.8,-75.51,4,1,0
-14.87,-76.12,0,0,0
-14.84,-76.12,0,0,0
-16.0,-74.74,0,0,0
-8.78,-74.97,0,0,0
-15.77,-74.6,0,0,0
-9.41,-79.06,0,0,0
-15.85,-74.55,0,0,0
-15.92,-75.24,0,0,0
-10.81,-78.32,0,0,0
-8.22,-74.67,0,0,0
-9.63,-75.64,0,0,0
-15.81,-74.86,0,0,0
-16.0,-74.35,0,0,0
-16.05,-74.45,0,0,0
-16.01,-74.67,0,0,0
-15.98,-74.59,0,0,0
-16.05,-74.66,0,0,0
-16.12,-74.65,0,0,0
-16.2,-74.59,0,0,0
-15.88,-74.64,0,0,0
-15.8,-74.6,0,0,0
-16.05,-74.7,0,0,0
-4.18,-78.21,0,0,0
-15.79,-74.74,0,0,0
-16.0,-74.72,0,0,0
-15.94,-74.66,0,0,0
-16.0,-74.62,0,0,0
-16.01,-74.84,0,0,0
-16.11,-74.72,0,0,0
-13.85,-75.93,0,0,2
-15.74,-75.43,0,0,0
-14.4,-74.46,0,0,0
-6.55,-76.65,1,0,0
-15.59,-71.56,2,0,1
-14.55,-75.67,0,0,0
-15.96,-74.45,0,0,0
-15.55,-71.58,2,0,1
-15.61,-71.6,2,0,1
-15.55,-71.55,3,0,2
-16.02,-74.6,0,0,0
-12.97,-77.35,0,0,0
-16.01,-74.6,0,0,0
-8.8,-76.26,0,0,0
-15.56,-71.59,2,0,1
-14.36,-74.29,0,0,0
-12.58,-77.03,0,0,0
-12.16,-74.77,0,0,0
-15.64,-71.58,2,0,1
-7.11,-76.34,0,0,0
-7.7,-75.64,0,0,0
-17.61,-71.36,8,4,6
-4.14,-77.49,0,0,0
-17.17,-70.78,0,0,1
-15.86,-74.79,0,0,0
-13.27,-76.49,0,0,0
-4.1,-80.81,0,0,0
-17.06,-70.95,0,0,0
-11.83,-75.5,4,1,0
-6.53,-80.91,0,0,0
-3.95,-77.01,0,0,0
-15.93,-74.38,0,0,0
-15.96,-74.39,0,0,0
-16.02,-74.54,0,0,0
-16.01,-74.51,0,0,0
-16.09,-74.53,0,0,0
-11.02,-79.44,0,0,0
-16.88,-72.29,0,0,0
-19.17,-70.7,0,0,0
-8.8,-76.31,0,0,0
-8.77,-76.24,0,0,0
-15.61,-71.55,2,0,1
-18.03,-69.79,0,0,0
-15.6,-71.57,2,0,1
-8.67,-77.85,0,0,0
-14.99,-71.94,0,0,0
-16.82,-72.59,0,0,0
-15.25,-75.11,0,0,0
-9.21,-79.39,0,0,0
-15.57,-71.56,2,0,1
-17.8,-70.69,0,0,0
-7.13,-76.25,0,0,0
-8.33,-80.15,0,0,0
-7.03,-77.06,0,0,0
-6.25,-76.61,0,0,0
-18.35,-70.77,0,0,0
-11.82,-77.12,38,7,10
-6.1,-76.42,0,0,0
-16.81,-71.78,0,0,0
-15.3,-73.15,0,0,1
-13.58,-77.03,0,0,0
-11.89,-75.98,0,0,0
-8.84,-75.9,0,0,0
-9.04,-79.17,0,0,0
-13.24,-74.41,0,0,0
-18.57,-71.57,0,0,0
-14.42,-76.34,0,0,0
-15.62,-74.2,0,0,0
-9.91,-74.82,0,0,0
-14.93,-74.73,0,0,0
-12.59,-77.17,0,0,0
-7.37,-79.97,0,0,0
-15.49,-70.26,0,0,0
-13.53,-76.2,1,0,1
-9.2,-77.51,0,0,0
-3.74,-79.89,0,0,0
-15.02,-70.38,1,0,2
-13.23,-76.85,0,0,0
-14.48,-73.63,0,0,0
-14.33,-76.25,0,0,0
-15.71,-71.88,0,0,0
-9.38,-79.04,0,0,0
-11.42,-76.34,0,0,0
-14.49,-76.31,0,0,0
-14.51,-76.28,0,0,0
-14.54,-76.33,0,0,0
-14.27,-76.18,0,0,0
-15.23,-76.7,0,0,0
-11.39,-76.34,0,0,0
-14.5,-76.32,0,0,0
-2.63,-77.87,0,0,0
-4.51,-77.68,0,0,0
-17.29,-71.88,0,0,0
-9.92,-74.78,0,0,0
-4.09,-77.89,0,0,0
-11.47,-75.81,0,0,0
-10.78,-73.87,0,0,0
-8.88,-78.51,0,0,0
-14.69,-75.39,0,0,0
-15.58,-74.82,1,0,1
-8.81,-75.66,0,0,0
-8.18,-75.21,0,0,0
-15.7,-73.93,0,0,0
-17.85,-69.83,0,0,0
-9.81,-80.02,0,0,0
-15.35,-75.37,0,0,0
-11.14,-78.05,0,0,0
-4.4,-81.79,0,0,0
-10.84,-73.7,0,0,0
-10.74,-74.92,0,0,0
-3.51,-77.54,0,0,0
-15.62,-71.54,2,0,1
-12.44,-76.58,0,0,0
-12.58,-76.93,0,0,0
-12.2,-77.87,0,0,0
-5.82,-75.2,0,0,0
-13.64,-76.66,0,0,0
-13.69,-71.69,0,0,5
-10.34,-75.46,0,0,1
-13.63,-71.67,1,0,5
-8.77,-76.28,0,0,0
-11.99,-77.56,0,0,0
-12.6,-76.91,0,0,0
-12.56,-76.84,1,0,1
-15.68,-70.32,1,0,2
-4.54,-76.63,0,0,0
-9.17,-75.64,0,0,0
-9.16,-75.65,0,0,0
-3.76,-80.32,0,0,0
-12.51,-76.75,2,1,1
-9.27,-75.66,0,0,0
-12.58,-76.92,0,0,0
-14.91,-75.32,0,0,0
-12.5,-76.81,2,1,1
-13.59,-72.63,2,1,0
-13.64,-72.65,0,0,0
-12.51,-76.76,2,1,1
-10.34,-75.44,0,0,1
-13.64,-71.69,2,0,6
-13.69,-71.71,0,0,5
-13.7,-71.69,0,0,4
-13.55,-71.66,0,0,3
-13.07,-77.38,0,0,0
-19.27,-69.54,0,0,0
-16.17,-73.85,0,0,0
-13.44,-71.94,19,2,8
-14.91,-71.76,0,0,0
-18.53,-71.2,0,0,0
-4.04,-80.07,3,1,0
-13.58,-71.74,2,0,6
-7.67,-74.63,0,0,0
-5.81,-76.86,0,0,0
-4.59,-81.94,0,0,0
-16.1,-74.05,0,0,0
-15.91,-74.16,2,0,2
-18.03,-71.49,0,0,0
-15.63,-71.84,3,0,1
-12.4,-75.31,0,0,0
-3.77,-81.68,0,0,0
-14.95,-72.89,0,0,0
-8.68,-75.67,0,0,0
-5.18,-81.0,1,0,0
-8.96,-75.97,0,0,0
-12.14,-74.77,0,0,0
-9.46,-75.81,0,0,0
-13.6,-71.74,2,0,5
-10.78,-74.65,0,0,0
-8.73,-74.6,0,0,0
-16.8,-71.53,0,0,0
-18.57,-70.65,0,0,0
-5.56,-77.34,0,0,0
-14.5,-76.17,0,0,0
-6.11,-76.92,4,1,1
-6.41,-80.27,0,0,0
-12.24,-77.37,0,0,0
-11.29,-76.68,0,0,0
-18.4,-71.31,0,0,0
-11.9,-76.58,0,0,1
-7.98,-76.39,0,0,0
-7.34,-74.92,0,0,1
-8.31,-77.72,0,0,0
-18.11,-71.66,0,0,0
-16.58,-73.82,0,0,0
-17.44,-68.9,0,0,0
-12.85,-76.75,0,0,0
-15.68,-74.21,0,0,0
-14.59,-72.04,0,0,0
-17.69,-71.32,8,4,6
-3.96,-81.24,0,0,0
-11.82,-75.03,0,0,0
-17.2,-70.14,1,0,0
-10.82,-75.52,0,0,0
-16.69,-69.44,0,0,0
-7.57,-74.77,0,0,0
-11.54,-77.58,0,0,0
-9.01,-78.5,11,1,4
-10.46,-75.64,0,0,0
-17.33,-71.77,0,0,0
-15.64,-72.06,1,0,1
-12.61,-76.81,0,0,0
-15.65,-71.91,2,0,1
-8.61,-76.19,0,0,0
-10.5,-75.66,0,0,0
-16.16,-74.41,0,0,0
-10.44,-75.64,0,0,0
-11.52,-77.81,0,0,0
-3.67,-80.9,0,0,0
-12.71,-76.87,0,0,0
-5.75,-78.72,2,0,1
-5.81,-78.55,0,0,0
-18.24,-70.51,1,0,1
-6.77,-79.91,23,4,7
-8.54,-76.01,0,0,0
-8.96,-75.63,0,0,0
-8.89,-75.65,0,0,0
-17.76,-69.39,0,0,0
-7.79,-74.48,0,0,0
-8.85,-74.82,0,0,0
-8.77,-72.84,0,0,0
-7.22,-74.56,0,0,0
-15.74,-72.05,0,0,2
-16.83,-71.57,0,0,0
-15.98,-74.01,0,0,0
-5.73,-78.71,0,0,1
-5.77,-78.69,0,0,1
-15.7,-71.88,1,0,0
-5.74,-78.73,2,1,1
-3.97,-79.94,1,1,0
-4.26,-80.66,0,0,0
-5.54,-79.77,0,0,0
-12.74,-76.96,0,0,0
-6.0,-79.42,0,0,0
-12.56,-76.59,0,0,1
-8.4,-75.02,0,0,0
-16.2,-70.55,1,0,1
-15.01,-75.91,0,0,0
-5.3,-81.9,0,0,0
-14.02,-74.62,0,0,0
-4.86,-76.09,0,0,0
-10.72,-78.53,0,0,0
-9.36,-79.19,0,0,0
-16.23,-75.06,0,0,0
-15.22,-71.0,0,0,0
-5.43,-77.32,0,0,0
-5.61,-80.9,3,1,0
-15.66,-74.33,0,0,0
-17.88,-70.47,0,1,2
-5.55,-77.12,0,0,0
-8.65,-74.5,0,0,0
-15.75,-71.68,0,0,0
-18.73,-69.66,0,0,0
-15.14,-73.31,0,0,0
-8.33,-80.21,0,0,0
-12.14,-74.74,0,0,0
-11.89,-74.55,0,0,0
-16.35,-74.24,0,0,0
-13.6,-76.15,1,1,1
-17.6,-73.31,0,0,0
-14.54,-72.28,0,0,0
-16.75,-71.31,1,0,0
-14.68,-73.52,0,0,0
-14.47,-73.56,0,0,0
-13.6,-76.29,0,0,0
-12.71,-75.87,0,0,1
-12.32,-77.11,0,0,0
-8.6,-74.82,0,0,0
-19.26,-69.64,0,0,0
-12.07,-76.83,24,1,7
-10.02,-74.73,0,0,0
-16.84,-71.14,0,0,0
-14.23,-75.86,0,0,0
-10.97,-75.0,0,0,0
-10.19,-80.32,0,0,0
-16.78,-71.33,1,0,0
-15.64,-74.54,0,0,1
-15.81,-71.77,0,0,0
-11.21,-75.9,1,0,0
-11.42,-73.32,0,0,0
-13.15,-75.17,0,0,0
-15.8,-71.78,0,0,0
-10.5,-76.2,2,0,0
-15.09,-73.51,0,0,0
-10.85,-74.75,0,0,0
-4.06,-79.92,1,0,0
-8.38,-75.58,0,0,0
-17.74,-69.78,0,0,0
-3.69,-78.33,0,0,0
-16.76,-71.19,1,0,0
-11.43,-73.34,0,0,0
-15.34,-71.0,0,0,0
-14.93,-71.91,0,0,0
-9.44,-79.14,0,0,0
-6.43,-76.28,4,0,4
-13.17,-75.23,0,0,0
-6.44,-76.02,0,0,0
-8.24,-77.87,2,0,1
-14.9,-71.87,0,0,0
-7.9,-74.67,0,0,0
-4.84,-78.71,0,0,0
-8.58,-75.74,0,0,0
-16.81,-71.57,0,0,0
-8.27,-74.25,0,0,0
-19.47,-70.91,0,0,0
-4.13,-77.16,0,0,0
-11.56,-77.52,0,0,0
-11.79,-77.83,0,0,0
-3.63,-79.62,6,2,1
-11.78,-77.46,0,0,0
-15.75,-71.79,0,0,0
-16.27,-72.07,0,0,1
-8.53,-75.84,0,0,0
-8.42,-75.59,0,0,0
-8.36,-75.59,0,0,0
-8.85,-75.97,0,0,0
-9.73,-78.64,0,0,0
-15.83,-75.42,0,0,0
-12.97,-76.88,0,0,0
-11.01,-78.28,0,0,0
-14.16,-73.75,0,0,0
-18.0,-73.25,0,0,0
-16.12,-72.79,0,0,0
-6.49,-75.16,0,0,0
-15.84,-71.75,0,0,0
-12.5,-76.77,2,1,1
-15.82,-71.74,0,0,0
-15.83,-71.75,0,0,0
-7.78,-80.26,0,0,0
-15.66,-74.56,0,0,1
-12.61,-76.73,0,1,1
-15.78,-71.74,0,0,0
-13.93,-76.08,0,0,0
-8.74,-74.35,0,0,0
-10.44,-75.18,0,0,0
-11.9,-77.37,0,0,0
-17.38,-72.65,0,0,0
-16.28,-72.59,0,0,0
-10.94,-76.45,0,0,1
-19.67,-70.07,0,0,0
-8.11,-80.1,0,0,0
-17.37,-72.64,0,0,0
-4.2,-77.74,0,0,0
-4.05,-80.59,0,0,0
-11.21,-74.55,1,1,0
-11.15,-74.56,0,0,0
-18.44,-69.98,0,0,0
-16.71,-71.24,2,0,1
-18.3,-70.31,0,0,2
-4.3,-80.54,0,0,1
-4.97,-78.21,0,0,0
-15.81,-71.85,0,0,0
-11.37,-73.39,0,0,0
-15.5,-71.64,0,0,0
-3.05,-77.77,0,0,0
-8.49,-74.71,0,0,0
-11.86,-76.86,0,0,0
-9.58,-78.69,0,0,0
-15.78,-71.75,0,0,0
-8.17,-71.26,0,0,0
-4.21,-80.41,0,0,0
-12.52,-76.92,0,0,0
-16.38,-74.04,0,0,0
-10.92,-73.97,0,0,0
-18.22,-71.29,0,0,0
-14.67,-76.1,0,0,0
-7.17,-80.01,0,0,0
-16.92,-69.91,0,0,0
-16.08,-72.87,0,0,0
-5.41,-77.71,0,0,0
-15.46,-70.59,0,0,0
-7.27,-71.58,0,0,0
-16.87,-72.23,0,0,0
-12.75,-76.97,0,0,0
-15.5,-71.85,0,0,0
-13.36,-74.63,0,0,0
-4.07,-77.66,0,0,0
-11.36,-77.96,0,0,0
-12.5,-76.7,1,1,0
-10.04,-75.12,0,0,0
-17.05,-72.8,0,0,0
-15.8,-71.77,0,0,0
-15.0,-72.35,0,0,0
-16.61,-71.64,0,0,0
-5.88,-76.7,0,0,0
-15.8,-72.06,0,0,2
-10.96,-74.94,1,0,1
-14.37,-73.97,0,0,1
-11.79,-77.67,0,0,0
-13.81,-74.23,0,0,0
-5.54,-80.74,4,1,1
-8.02,-79.88,0,0,0
-10.19,-75.67,0,0,0
-15.15,-73.32,0,0,0
-9.87,-74.87,0,0,0
-5.13,-79.98,5,1,1
-3.69,-80.88,0,0,0
-18.35,-69.44,0,0,0
-14.65,-70.75,1,0,1
-11.79,-77.57,0,0,0
-8.62,-74.53,0,0,0
-15.57,-74.35,0,0,0
-12.14,-77.3,0,0,0
-5.83,-81.03,2,0,1
-12.13,-77.45,0,0,0
-11.92,-77.74,0,0,0
-16.53,-71.63,6,0,4
-10.69,-78.54,0,0,0
-9.67,-75.63,0,0,0
-6.4,-76.93,0,0,0
-13.08,-76.81,0,0,0
-16.78,-71.24,1,0,0
-8.32,-79.14,0,0,0
-11.8,-77.52,0,0,0
-11.22,-75.93,2,0,0
-3.55,-80.74,0,0,0
-9.65,-79.05,0,0,0
-11.97,-75.65,0,0,0
-4.89,-80.76,17,3,8
-13.53,-72.46,0,0,2
-15.79,-71.79,0,0,0
-7.29,-76.9,0,0,0
-16.58,-71.62,0,0,0
-10.49,-74.55,0,0,0
-14.99,-72.7,0,0,0
-11.53,-78.25,0,0,0
-3.92,-77.41,0,0,0
-16.12,-72.89,0,0,0
-16.11,-72.74,0,0,0
-8.48,-74.6,3,0,1
-16.11,-72.78,0,0,0
-14.09,-72.81,0,0,0
-15.68,-72.03,1,0,3
-3.54,-79.73,1,0,0
-4.89,-80.23,1,0,1
-4.54,-76.94,0,0,0
-15.81,-71.81,0,0,0
-17.17,-72.25,0,0,0
-6.49,-80.83,0,0,0
-5.94,-80.23,0,0,0
-15.02,-73.31,0,0,0
-13.02,-76.45,9,1,4
-15.25,-75.61,0,0,0
-5.33,-80.8,9,0,1
-18.91,-72.5,0,0,0
-9.84,-75.64,0,0,0
-14.55,-76.61,0,0,0
-16.38,-72.04,0,0,1
-16.82,-72.9,0,0,0
-14.45,-76.49,0,0,0
-16.4,-74.03,0,0,0
-15.21,-75.9,0,0,0
-16.73,-71.18,1,0,0
-16.8,-71.34,0,0,0
-7.1,-79.38,0,0,0
-8.33,-76.27,0,0,0
-11.56,-76.64,1,0,0
-16.13,-71.66,0,0,0
-14.34,-76.55,0,0,0
-15.34,-72.02,0,0,0
-14.35,-76.52,0,0,0
-14.41,-76.57,0,0,0
-14.39,-76.67,0,0,0
-14.39,-76.51,0,0,0
-14.39,-76.63,0,0,0
-14.36,-76.58,0,0,0
-3.57,-80.42,12,1,9
-11.03,-73.94,0,0,0
-10.31,-75.32,0,0,0
-12.66,-76.84,0,0,0
-4.27,-77.48,0,0,0
-16.03,-74.33,0,0,0
-18.51,-69.92,0,0,0
-14.87,-76.61,0,0,0
-16.8,-71.62,0,0,0
-16.02,-74.59,0,0,0
-15.97,-72.98,0,0,0
-10.97,-78.26,0,0,0
-4.25,-81.04,2,0,2
-16.45,-72.43,0,0,0
-15.67,-71.71,1,0,0
-3.22,-76.83,0,0,0
-19.28,-69.45,0,0,0
-10.39,-70.66,0,0,0
-16.61,-71.56,0,0,1
-16.35,-72.35,0,0,0
-15.72,-72.0,0,0,0
-12.53,-76.65,0,1,0
-8.61,-77.63,5,0,0
-8.34,-80.18,0,0,0
-5.64,-77.06,0,0,0
-11.34,-76.83,0,0,0
-11.73,-77.45,0,0,0
-13.89,-74.76,0,0,0
-3.97,-76.69,0,0,0
-16.03,-74.24,0,0,0
-2.2,-77.63,0,0,0
-18.36,-69.81,0,0,0
-8.0,-74.63,0,0,0
-12.31,-77.11,0,0,0
-10.92,-74.74,0,0,0
-3.78,-79.42,1,0,0
-16.33,-73.48,0,0,0
-15.19,-75.8,0,0,0
-15.97,-74.42,0,0,0
-13.78,-75.9,0,0,1
-16.16,-74.17,0,0,0
-16.98,-72.12,1,0,1
-15.21,-71.5,0,0,0
-4.03,-80.54,0,0,0
-15.78,-71.96,0,0,0
-5.74,-78.6,0,0,1
-5.6,-76.74,0,0,0
-10.82,-73.65,0,0,0
-14.41,-71.29,0,0,1
-16.81,-72.45,0,0,0
-15.91,-74.15,0,0,0
-11.0,-74.48,0,0,0
-2.7,-80.78,0,0,0
-6.0,-80.54,0,0,0
-16.96,-71.51,0,0,0
-16.59,-71.61,0,0,0
-4.73,-80.29,2,0,2
-6.82,-76.7,0,0,0
-18.48,-70.66,0,0,0
-15.72,-71.93,0,0,0
-6.52,-78.52,1,0,0
-11.48,-74.56,1,0,0
-9.55,-76.11,0,0,0
-8.51,-74.79,0,1,0
-16.63,-72.13,0,0,0
-4.02,-76.75,0,0,0
-16.47,-72.68,0,0,0
-14.8,-71.89,0,0,0
-14.07,-75.84,3,0,2
-8.57,-74.5,0,0,0
-12.4,-77.02,0,0,0
-10.75,-78.68,0,0,0
-15.74,-71.88,0,0,0
-15.73,-71.87,0,0,0
-15.97,-74.83,0,0,0
-9.77,-78.79,0,0,0
-15.69,-71.83,3,0,1
-17.0,-69.59,0,0,0
-10.96,-78.4,0,0,0
-6.11,-80.69,0,0,0
-15.69,-71.88,2,0,1
-5.99,-80.98,0,0,0
-4.32,-78.32,0,0,0
-9.4,-75.3,0,0,0
-13.25,-76.99,0,0,0
-15.49,-71.81,0,0,0
-10.2,-75.68,0,0,0
-13.15,-74.74,0,0,0
-15.35,-72.4,1,0,1
-8.51,-77.5,1,0,0
-17.99,-71.59,0,0,0
-17.21,-70.86,12,3,5
-15.65,-71.89,3,0,2
-8.85,-80.21,0,0,0
-5.7,-80.74,0,0,0
-10.38,-76.42,0,0,0
-10.01,-74.48,0,0,0
-15.18,-73.52,1,0,0
-16.61,-72.64,5,1,4
-3.96,-80.72,1,0,1
-11.03,-76.13,0,0,0
-15.68,-71.72,2,0,1
-15.71,-71.7,1,0,0
-10.75,-78.24,0,0,0
-7.51,-80.0,0,0,0
-11.67,-74.53,0,0,0
-12.01,-75.13,24,2,3
-13.55,-72.27,0,0,1
-15.01,-75.61,0,0,0
-9.59,-79.57,0,0,0
-5.56,-78.9,0,0,0
-12.78,-77.1,0,0,0
-15.96,-74.46,0,0,0
-15.43,-72.49,0,0,0
-14.19,-72.99,0,0,1
-19.39,-69.79,0,0,0
-16.05,-69.68,2,0,1
-16.74,-70.66,5,0,2
-16.78,-72.53,0,0,0
-16.72,-71.3,1,0,0
-10.0,-80.02,0,0,0
-16.84,-71.42,0,0,0
-5.81,-81.1,2,0,1
-12.26,-76.11,1,0,0
-12.81,-75.26,0,0,0
-10.18,-74.12,0,0,0
