latitud,longitud,salud,bomberos,policia
-6.49,-78.52,1,0,0
-14.1,-76.07,0,0,0
-4.01,-80.65,1,0,1
-16.52,-73.26,0,0,0
-16.14,-72.33,0,0,0
-16.79,-71.28,1,0,0
-9.41,-75.93,0,0,0
-8.53,-80.19,0,0,0
-15.59,-70.62,0,0,0
-16.14,-71.66,0,0,0
-15.8,-74.34,3,0,2
-10.0,-78.95,0,0,0
-5.62,-76.68,0,0,0
-15.2,-75.08,0,0,0
-16.32,-74.53,0,0,0
-13.05,-74.2,2,0,1
-13.05,-74.21,2,0,1
-16.45,-72.51,0,0,0
-18.71,-70.15,0,0,0
-11.94,-76.34,0,0,0
-14.61,-75.52,0,0,0
-15.76,-72.04,0,0,2
-15.76,-71.61,0,0,0
-10.09,-73.06,0,0,0
-8.74,-74.51,0,0,0
-12.72,-76.13,0,0,0
-8.11,-74.47,0,0,0
-5.68,-76.71,0,0,0
-16.75,-71.7,0,0,0
-12.66,-76.85,0,0,0
-8.77,-79.82,0,0,0
-15.38,-74.53,1,0,1
-4.93,-80.83,5,0,2
-6.14,-81.64,0,0,0
-13.68,-72.75,0,0,0
-8.42,-77.71,0,0,0
-15.15,-74.77,0,0,0
-13.03,-74.21,3,0,1
-14.28,-71.38,0,0,1
-2.93,-77.49,0,0,0
-17.35,-70.87,0,0,0
-14.35,-71.45,0,0,0
-15.7,-74.81,0,0,0
-14.4,-72.32,0,0,0
-8.39,-76.38,0,0,0
-17.02,-70.93,1,1,3
-13.06,-76.13,0,0,0
-16.0,-74.73,0,0,0
-10.98,-74.3,0,0,0
-7.96,-74.61,0,0,0
-16.02,-74.68,0,0,0
-13.64,-71.65,0,0,6
-13.42,-73.54,0,0,1
-9.21,-79.47,0,0,0
-13.88,-71.86,0,0,2
-11.46,-77.88,0,0,0
-16.48,-71.62,23,3,17
-15.77,-72.13,0,0,2
-15.66,-75.05,0,0,0
-8.21,-74.51,0,0,0
-8.26,-74.43,0,0,0
-10.14,-75.49,0,0,0
-1.49,-78.0,8,3,0
-4.41,-77.93,0,0,0
-12.49,-76.99,0,0,0
-4.8,-79.82,0,0,0
-16.41,-72.62,0,0,0
-18.25,-71.41,0,0,0
-18.26,-71.51,0,0,0
-5.05,-80.92,0,0,0
-18.59,-71.0,0,0,0
-13.01,-76.97,0,0,0
-5.74,-78.59,0,0,0
-15.64,-69.6,0,0,0
-15.76,-71.74,0,0,0
-5.91,-81.27,0,0,0
-16.58,-71.59,1,0,0
-16.39,-70.86,1,0,1
-5.97,-80.71,0,0,0
-20.73,-69.54,0,0,0
-9.47,-80.1,0,0,0
-4.52,-76.52,0,0,0
-5.55,-80.77,3,1,0
-9.48,-79.12,0,0,0
-10.79,-78.61,0,0,0
-18.29,-70.4,0,0,1
-14.29,-73.3,0,0,1
-3.09,-80.19,0,0,0
-13.7,-71.68,0,0,4
-3.1,-80.15,0,0,0
-16.67,-71.87,1,0,3
-16.68,-71.87,0,0,1
-3.64,-77.89,0,0,0
-9.0,-79.43,0,0,0
-10.72,-78.4,0,0,0
-16.09,-75.03,0,0,0
-13.16,-76.84,0,0,0
-12.7,-76.74,0,0,1
-9.37,-79.29,0,0,0
-15.95,-74.96,0,0,0
-12.69,-76.72,2,1,1
-12.91,-76.78,0,0,0
-15.77,-71.8,0,0,0
-4.65,-80.25,1,0,2
-10.47,-74.93,0,0,0
-14.72,-75.75,0,0,0
-15.75,-71.94,0,0,0
-15.36,-72.84,0,0,0
-15.77,-71.95,0,0,0
-15.74,-71.94,0,0,0
-15.75,-71.9,0,0,0
-15.75,-71.91,0,0,0
-17.56,-69.27,0,0,1
-12.81,-76.88,0,0,0
-3.22,-75.85,0,0,0
-9.01,-74.49,0,0,0
-15.74,-71.95,0,0,0
-12.75,-74.72,1,0,0
-15.72,-71.92,0,0,0
-5.76,-78.63,0,0,1
-9.54,-76.1,0,0,0
-15.75,-71.81,0,0,0
-12.6,-76.82,0,1,0
-16.59,-71.62,0,0,0
-12.91,-74.96,0,0,0
-5.98,-76.45,0,0,0
-7.99,-74.5,0,0,0
-18.34,-71.67,0,0,0
-15.65,-72.08,0,0,2
-14.05,-71.48,0,0,6
-18.33,-71.69,0,0,0
-15.75,-71.69,0,0,0
-11.88,-77.42,0,0,0
-15.73,-71.68,0,0,0
-10.38,-75.65,0,0,0
-13.05,-76.95,0,0,0
-9.24,-74.95,0,0,0
-17.04,-69.62,0,0,0
-19.66,-69.38,0,0,0
-8.14,-80.3,0,0,0
-3.98,-81.06,0,0,0
-13.06,-76.05,0,0,0
-11.7,-77.12,6,1,1
-12.51,-77.0,0,0,0
-11.51,-75.55,0,0,0
-14.76,-75.83,0,0,0
-18.78,-71.63,0,0,0
-16.12,-71.73,0,0,0
-12.51,-76.65,0,1,0
-17.34,-70.84,0,0,0
-15.72,-72.04,0,0,2
-8.95,-79.58,0,0,0
-16.57,-71.63,0,0,0
-7.96,-74.45,0,0,0
-17.95,-69.75,0,0,1
-5.64,-78.67,0,0,0
-17.84,-70.72,0,0,0
-5.61,-78.7,0,0,0
-6.68,-75.81,0,0,0
-15.65,-71.98,1,0,1
-16.34,-72.33,1,0,0
-10.38,-77.51,0,0,0
-3.23,-80.06,2,0,0
-15.9,-74.37,0,0,0
-15.41,-71.04,0,0,0
-15.67,-71.88,2,0,1
-15.67,-71.86,3,0,1
-15.68,-71.89,3,0,2
-7.35,-75.72,0,0,0
-10.01,-75.39,0,0,0
-11.7,-77.55,0,0,0
-15.53,-72.13,0,0,0
-15.67,-71.87,2,0,1
-7.96,-74.5,0,0,0
-16.48,-72.52,0,0,0
-14.97,-72.25,0,0,0
-10.6,-78.63,0,0,0
-5.89,-78.97,0,0,0
-9.54,-76.09,0,0,0
-3.38,-77.63,0,0,0
-10.61,-73.76,0,0,0
-9.84,-78.8,0,0,0
-8.32,-74.37,0,0,0
-17.41,-72.6,0,0,0
-16.09,-72.05,0,0,0
-6.49,-75.9,0,0,0
-11.73,-77.38,0,0,0
-8.31,-75.31,0,0,0
-6.53,-80.9,0,0,0
-6.52,-80.88,0,0,0
-8.65,-79.04,0,0,0
-15.76,-75.42,0,0,0
-14.7,-73.8,0,0,0
-15.37,-71.68,0,0,0
-15.7,-72.11,0,0,2
-4.9,-80.83,5,0,2
-10.5,-74.09,0,0,0
-15.8,-71.79,0,0,0
-10.59,-75.0,0,0,0
-16.91,-70.02,0,0,0
-8.31,-74.13,0,0,0
-3.31,-77.62,0,0,0
-15.01,-72.05,0,0,0
-10.78,-74.43,0,0,0
-5.76,-78.62,0,0,1
-12.64,-76.3,0,0,0
-13.58,-71.64,0,0,3
-16.26,-73.78,0,0,0
-15.81,-70.65,0,0,0
-11.87,-77.32,0,0,0
-15.77,-71.77,0,0,0
-16.42,-73.84,0,0,0
-15.64,-71.91,2,0,1
-11.97,-77.21,10,2,4
-9.89,-75.58,0,0,0
-16.66,-72.86,1,0,1
-18.23,-71.74,0,0,0
-15.6,-74.15,0,0,0
-14.28,-71.33,0,0,0
-9.56,-78.95,0,0,0
-15.77,-71.74,0,0,0
-15.82,-71.75,0,0,0
-6.38,-79.75,1,0,0
-7.95,-74.68,0,0,0
-15.75,-71.8,0,0,0
-15.78,-71.78,0,0,0
-15.42,-74.04,0,0,0
-14.35,-70.95,0,0,0
-13.09,-76.78,0,0,0
-15.79,-74.77,0,0,0
-15.49,-75.39,0,0,0
-4.2,-81.91,0,0,0
-12.39,-76.74,2,1,5
-10.05,-75.76,0,0,0
-10.03,-75.74,0,0,0
-15.74,-71.67,0,0,0
-18.19,-70.6,0,0,1
-13.56,-74.8,0,0,0
-16.29,-74.2,0,0,0
-15.83,-71.82,0,0,0
-16.25,-74.1,0,0,0
-16.21,-74.06,0,0,0
-16.27,-74.19,0,0,0
-15.79,-71.74,0,0,0
-15.78,-71.79,0,0,0
-14.36,-75.77,0,0,0
-12.2,-77.37,0,0,0
-5.63,-78.7,0,0,0
-12.88,-77.25,0,0,0
-15.76,-71.72,0,0,0
-8.61,-79.4,0,0,0
-15.78,-71.76,0,0,0
-8.3,-80.15,0,0,0
-4.43,-79.5,1,0,0
-15.82,-71.83,0,0,0
-15.77,-71.73,0,0,0
-15.3,-74.31,0,0,0
-5.26,-76.91,0,0,0
-15.76,-71.73,0,0,0
-15.77,-71.71,0,0,0
-8.38,-80.26,0,0,0
-15.92,-72.93,0,0,0
-15.8,-71.76,0,0,0
-6.36,-78.65,0,0,0
-16.31,-74.19,0,0,0
-16.32,-74.19,0,0,0
-15.81,-71.86,0,0,0
-15.77,-71.72,0,0,0
-5.47,-78.52,0,0,2
-8.97,-79.24,0,0,0
-15.81,-71.82,0,0,0
-15.76,-71.71,0,0,0
-15.8,-71.84,0,0,0
-15.8,-71.88,0,0,0
-18.25,-70.14,0,0,0
-15.79,-71.77,0,0,0
-15.78,-71.77,0,0,0
-15.8,-71.74,0,0,0
-8.57,-76.25,0,0,0
-15.78,-71.73,0,0,0
-16.28,-74.1,0,0,0
-15.79,-71.76,0,0,0
-15.79,-71.78,0,0,0
-15.79,-71.8,0,0,0
-15.78,-71.72,0,0,0
-16.06,-75.47,0,0,0
-15.96,-75.33,0,0,0
-15.72,-71.69,2,0,1
-11.96,-75.03,0,0,0
-5.66,-77.07,0,0,0
-11.23,-74.57,2,1,1
-9.1,-79.34,0,0,0
-10.69,-77.07,0,0,0
-8.29,-74.32,0,0,0
-3.36,-80.78,0,0,0
-20.59,-70.6,0,0,0
-5.15,-77.03,0,0,0
-18.27,-70.12,0,0,0
-12.66,-76.93,0,0,0
-7.99,-74.56,0,0,0
-8.62,-79.57,0,0,0
-9.56,-76.12,0,0,0
-8.26,-80.03,0,0,0
-15.68,-71.56,2,0,1
-11.33,-79.03,0,0,0
-17.77,-70.11,0,0,0
-12.63,-76.87,0,0,0
-15.67,-71.85,3,0,1
-13.46,-74.69,0,0,0
-6.79,-75.88,0,0,0
-17.22,-70.23,2,0,1
-8.05,-75.44,0,0,0
-15.81,-73.32,1,0,1
-14.8,-76.2,0,0,0
-17.69,-70.49,0,0,0
-15.1,-71.13,0,0,0
-10.43,-74.54,0,0,0
-16.11,-71.67,0,0,0
-15.66,-72.0,1,0,1
-15.49,-72.47,0,0,0
-16.48,-72.67,0,0,0
-16.21,-73.23,0,0,0
-6.56,-76.29,6,1,4
-14.26,-75.69,2,0,2
-5.81,-81.28,0,0,0
-11.05,-77.65,9,1,3
-14.28,-71.36,0,0,1
-14.3,-71.43,0,0,1
-6.0,-79.4,0,0,0
-16.61,-72.94,0,0,0
-11.76,-77.43,0,0,0
-4.61,-78.76,0,0,0
-8.99,-79.81,0,0,0
-8.42,-76.38,0,0,0
-15.71,-72.11,0,0,2
-5.73,-78.65,0,0,1
-13.01,-76.71,0,0,0
-15.41,-71.77,0,0,0
-8.05,-76.71,0,0,0
-11.78,-76.75,0,0,0
-15.78,-71.7,0,0,0
-8.65,-77.84,1,0,0
-8.56,-74.79,0,1,0
-18.35,-70.63,0,0,0
-7.84,-75.91,0,0,0
-16.51,-73.07,1,0,1
-8.53,-74.47,0,0,0
-15.64,-71.83,3,0,1
-14.49,-74.24,0,0,0
-7.35,-74.62,0,0,0
-16.21,-73.2,0,0,0
-6.14,-81.44,0,0,0
-4.89,-80.86,6,0,2
-15.16,-75.82,0,0,0
-15.73,-72.1,0,0,2
-2.82,-79.9,0,0,0
-15.65,-74.59,0,0,1
-14.75,-73.95,0,0,0
-15.74,-71.65,0,0,0
-5.1,-77.53,0,0,0
-16.63,-71.85,1,0,3
-7.67,-74.59,0,0,0
-15.52,-74.71,1,0,2
-16.67,-72.54,0,0,0
-16.79,-72.33,0,0,0
-8.25,-77.9,2,0,1
-11.48,-74.69,0,0,0
-7.15,-80.89,0,0,0
-13.51,-77.15,0,0,0
-14.74,-76.51,0,0,0
-15.46,-72.25,0,0,0
-10.7,-78.37,0,0,0
-3.97,-81.1,0,0,0
-17.19,-71.0,10,2,5
-10.14,-78.79,0,0,0
-14.1,-73.51,0,0,0
-17.47,-71.51,0,0,0
-19.27,-70.26,0,0,0
-12.13,-77.11,141,22,38
-8.74,-79.6,0,0,0
-12.59,-76.78,0,1,0
-15.68,-72.12,0,0,2
-4.5,-75.63,0,0,0
-9.22,-71.3,0,0,0
-3.07,-75.9,0,0,0
-9.97,-75.69,0,0,0
-9.67,-75.81,0,0,0
-14.25,-73.88,0,0,1
-16.63,-72.84,2,0,2
-11.83,-76.38,2,0,2
-1.85,-77.87,0,0,0
-15.51,-70.24,1,0,0
-9.6,-75.66,0,0,0
-8.67,-78.94,0,0,0
-9.76,-78.74,0,0,0
-14.06,-74.59,0,0,0
-10.53,-74.7,0,0,0
-15.56,-75.19,0,0,0
-16.35,-74.25,0,0,0
-17.07,-72.19,1,0,1
-17.45,-74.06,0,0,0
-16.3,-73.56,1,0,1
-11.45,-73.26,0,0,0
-11.49,-73.32,0,0,0
-16.1,-75.09,0,0,0
-11.42,-73.22,0,0,0
-10.66,-75.06,0,0,0
-12.22,-77.84,0,0,0
-18.22,-71.27,0,0,0
-16.06,-74.26,0,0,0
-18.26,-70.56,0,0,1
-6.05,-75.19,0,0,0
-17.08,-71.09,0,0,0
-4.44,-77.05,0,0,0
-2.87,-79.85,0,1,0
-2.81,-79.95,0,0,0
-10.2,-73.86,0,0,0
-15.71,-72.05,0,0,3
-9.62,-78.24,0,0,0
-10.48,-78.73,0,0,0
-15.72,-71.62,2,0,1
-9.71,-74.71,0,0,0
-9.3,-74.75,0,0,0
-15.76,-72.08,0,0,2
-17.72,-69.67,0,0,0
-15.24,-75.94,0,0,0
-17.75,-70.41,0,0,1
-8.45,-80.12,0,0,0
-15.26,-76.02,0,0,0
-3.7,-76.57,0,0,0
-9.82,-79.22,0,0,0
-15.19,-73.4,0,0,0
-15.99,-74.8,0,0,0
-8.41,-74.42,0,0,0
-18.09,-71.09,0,0,0
-9.3,-78.74,0,0,0
-14.28,-75.84,0,0,0
-15.64,-71.78,3,0,1
-6.81,-76.75,0,0,0
-12.52,-76.91,0,0,0
-16.3,-73.6,1,0,1
-16.25,-73.46,0,0,0
-15.8,-71.71,0,0,0
-15.83,-71.72,0,0,0
-15.02,-72.06,0,0,0
-15.79,-71.27,0,0,0
-8.4,-74.3,0,0,0
-16.24,-74.72,0,0,0
-6.89,-80.23,0,0,0
-16.1,-74.57,0,0,0
-12.04,-77.53,0,0,0
-12.35,-77.98,0,0,0
-17.2,-72.79,0,0,0
-12.53,-76.66,1,1,0
-16.35,-73.62,0,0,0
-17.61,-74.26,0,0,0
-14.81,-73.53,0,0,0
-5.9,-81.22,0,0,0
-18.52,-70.58,0,0,0
-12.58,-76.88,0,0,0
-3.51,-77.85,0,0,0
-8.69,-77.81,0,0,0
-15.8,-71.96,0,0,0
-14.74,-73.95,0,0,0
-18.1,-69.86,0,0,0
-8.97,-78.43,0,0,0
-19.14,-70.21,0,0,0
-10.74,-78.14,0,0,0
-12.09,-74.95,0,0,0
-18.05,-71.5,0,0,0
-5.48,-76.85,0,0,0
-15.43,-71.54,1,0,1
-7.24,-80.26,0,0,0
-20.17,-71.22,0,0,0
-13.43,-71.94,3,1,3
-15.14,-71.19,0,0,0
-18.22,-69.95,0,0,0
-18.34,-70.08,0,0,0
-16.23,-74.85,0,0,0
-10.25,-73.84,0,0,0
-11.76,-74.09,0,0,0
-12.24,-75.29,0,0,0
-12.37,-76.96,0,0,0
-10.49,-75.65,0,0,0
-7.03,-80.73,0,0,0
-15.72,-71.99,0,0,0
-19.07,-70.03,0,0,0
-17.26,-70.28,3,0,2
-16.29,-73.57,1,0,1
-16.82,-71.32,1,0,0
-10.0,-78.9,0,0,0
-5.28,-80.76,10,1,2
-16.04,-74.51,0,0,0
-18.86,-69.91,0,0,0
-19.12,-69.59,0,0,0
-15.87,-73.15,1,0,1
-13.66,-76.24,10,3,5
-16.64,-69.79,0,0,0
-12.1,-74.24,0,0,0
-3.43,-80.94,0,0,0
-13.67,-72.93,3,2,7
-16.76,-71.5,0,0,0
-16.3,-73.57,1,0,1
-15.34,-75.8,0,0,0
-8.67,-79.57,0,0,0
-15.06,-71.93,0,0,0
-18.9,-70.68,0,0,0
-15.68,-71.73,2,0,1
-18.24,-70.79,0,0,0
-6.07,-77.23,2,1,0
-9.68,-75.85,0,0,0
-12.18,-77.24,0,0,0
-16.5,-73.56,0,0,0
-4.85,-80.87,6,0,2
-7.91,-74.52,0,0,0
-15.67,-71.84,3,0,1
-11.73,-77.57,0,0,0
-4.88,-80.84,5,0,2
-16.72,-71.6,0,0,0
-15.45,-70.28,1,0,1
-16.71,-71.23,2,0,1
-15.67,-71.83,3,0,1
-4.54,-80.14,1,0,0
-8.58,-74.4,0,0,0
-13.61,-74.44,0,0,0
-15.73,-71.83,0,0,0
-9.54,-75.6,0,0,0
-7.97,-74.69,0,0,0
-18.51,-69.48,0,0,0
-10.46,-74.68,0,0,0
-11.13,-74.71,1,0,1
-15.63,-71.82,3,0,1
-16.36,-74.0,0,0,0
-12.5,-76.91,0,0,0
-8.38,-77.63,0,0,0
-9.35,-79.25,0,0,0
-4.01,-81.72,0,0,0
-9.84,-74.75,0,0,0
-10.62,-74.98,0,0,0
-19.23,-69.3,0,0,0
-3.73,-79.04,0,0,0
-16.68,-72.44,0,0,1
-18.36,-70.07,0,0,0
-16.06,-75.05,0,0,0
-16.64,-69.87,0,0,0
-15.2,-76.05,0,0,0
-15.14,-76.0,0,0,0
-5.04,-77.42,0,0,0
-15.76,-71.86,0,0,0
-12.7,-76.98,0,0,0
-14.59,-76.31,0,0,0
-16.73,-72.52,0,0,1
-12.62,-76.98,0,0,0
-19.11,-69.83,0,0,0
-5.85,-75.2,0,0,0
-7.81,-76.37,0,0,0
-11.54,-76.92,0,0,0
-15.7,-72.06,1,0,3
-17.75,-69.82,0,0,0
-12.82,-76.78,0,0,0
-4.92,-80.08,0,0,0
-8.05,-77.35,0,0,0
-8.91,-78.91,0,0,0
-12.65,-77.1,0,0,0
-17.55,-70.25,0,0,0
-12.09,-77.22,6,5,5
-8.06,-74.62,0,0,0
-10.7,-75.46,0,0,0
-11.89,-77.38,0,0,0
-3.59,-77.25,0,0,0
-15.75,-72.99,0,0,0
-15.49,-75.45,0,0,0
-7.18,-80.75,0,0,0
-7.24,-80.96,0,0,0
-15.68,-73.18,0,0,0
-11.43,-76.32,0,0,0
-12.86,-73.96,0,0,0
-12.88,-73.99,0,0,0
-8.83,-79.79,0,0,0
-11.84,-74.11,0,0,0
-4.5,-80.15,1,0,0
-4.91,-80.78,11,1,5
-8.13,-74.53,0,0,0
-10.1,-75.58,0,0,0
-8.83,-75.73,0,0,0
-15.68,-72.1,0,0,2
-15.78,-71.64,0,0,0
-9.29,-79.99,0,0,0
-7.24,-79.43,5,3,5
-17.28,-71.64,0,0,0
-12.44,-76.59,0,0,0
-17.53,-70.21,0,0,0
-8.2,-74.45,0,0,0
-13.66,-76.69,0,0,0
-17.8,-69.81,0,0,0
-4.63,-80.83,0,0,0
-12.38,-77.08,0,0,0
-16.8,-71.33,1,0,0
-16.77,-71.37,0,0,0
-8.72,-79.82,0,0,0
-4.11,-80.51,0,0,0
-16.5,-72.04,1,0,1
-10.1,-75.61,0,0,0
-9.06,-79.35,0,0,0
-9.35,-78.39,0,0,0
-4.03,-78.69,0,0,0
-8.31,-79.84,0,0,0
-16.17,-73.69,1,0,1
-12.41,-77.22,0,0,0
-12.34,-76.95,2,1,1
-12.76,-76.25,0,0,0
-9.11,-79.4,0,0,0
-14.62,-70.69,0,0,0
-15.57,-70.3,1,0,2
-5.75,-77.41,0,0,0
-16.09,-72.3,0,0,0
-14.63,-70.65,0,0,0
-8.71,-78.93,0,0,0
-8.64,-74.38,0,0,1
-17.77,-70.96,0,1,0
-4.06,-77.62,0,0,0
-5.51,-80.78,8,1,1
-10.58,-78.59,0,0,0
-8.74,-79.81,0,0,0
-18.46,-69.98,0,0,0
-15.05,-74.6,0,0,0
-2.15,-78.6,0,0,0
-4.87,-80.81,7,0,3
-13.06,-76.67,0,0,0
-5.2,-79.17,0,0,0
-14.7,-76.43,0,0,0
-14.59,-76.3,0,0,0
-4.86,-80.76,18,3,8
-16.03,-73.82,0,0,0
-9.88,-75.75,0,0,0
-8.83,-71.93,0,0,0
-5.74,-78.56,0,0,0
-11.81,-77.36,0,0,0
-18.26,-69.9,0,0,0
-4.15,-80.68,0,0,0
-1.93,-78.09,0,0,0
-7.87,-76.83,0,0,0
-9.6,-74.61,0,0,0
-17.54,-70.23,0,0,0
-6.31,-76.85,0,0,0
-17.53,-70.23,0,0,0
-12.25,-77.26,0,0,0
-11.88,-72.87,0,0,0
-17.13,-70.79,2,1,4
-15.23,-76.07,0,0,0
-17.85,-69.82,0,0,0
-13.2,-76.59,0,0,0
-14.15,-72.97,0,0,1
-15.67,-71.9,3,0,2
-7.77,-77.96,1,0,0
-16.27,-72.11,2,0,2
-5.28,-81.02,0,0,0
-2.9,-77.1,0,0,0
-10.36,-78.86,0,0,0
-14.43,-76.33,0,0,0
-14.53,-76.48,0,0,0
-2.43,-76.46,0,0,0
-16.24,-73.82,0,0,0
-14.74,-76.21,0,0,0
-16.12,-71.79,0,0,1
-14.6,-76.36,0,0,0
-4.83,-80.84,5,0,2
-14.57,-76.32,0,0,0
-15.15,-75.9,0,0,0
-14.55,-76.26,0,0,0
-14.51,-76.45,0,0,0
-15.53,-70.64,0,0,0
-14.75,-76.37,0,0,0
-14.55,-76.32,0,0,0
-14.55,-76.39,0,0,0
-14.62,-76.38,0,0,0
-14.67,-76.45,0,0,0
-14.38,-76.39,0,0,0
-19.16,-67.64,0,0,0
-14.77,-76.54,0,0,0
-14.67,-76.32,0,0,0
-14.7,-76.35,0,0,0
-14.62,-76.45,0,0,0
-14.58,-76.41,0,0,0
-14.62,-76.39,0,0,0
-14.61,-76.41,0,0,0
-3.76,-76.53,0,0,0
-14.64,-76.4,0,0,0
-14.68,-76.37,0,0,0
-14.66,-76.55,0,0,0
-14.64,-76.33,0,0,0
-14.66,-76.46,0,0,0
-14.55,-76.35,0,0,0
-10.05,-78.89,0,0,0
-14.65,-76.51,0,0,0
-14.57,-76.38,0,0,0
-14.62,-76.44,0,0,0
-14.63,-76.37,0,0,0
-14.63,-76.34,0,0,0
-15.34,-74.63,0,0,0
-15.11,-75.97,0,0,0
-4.12,-80.93,0,0,0
-4.89,-80.78,11,1,5
-10.17,-76.76,2,0,0
-15.66,-72.2,0,0,2
-7.4,-76.33,0,0,0
-16.18,-73.69,1,0,1
-16.29,-74.26,0,0,0
-15.67,-72.18,0,0,2
-6.62,-81.06,0,0,0
-11.8,-75.52,4,1,0
-16.56,-74.19,0,0,0
-10.64,-74.58,0,0,0
-16.61,-71.75,0,0,2
-18.46,-69.48,0,0,0
-12.75,-76.87,0,0,0
-17.5,-70.98,0,0,0
-14.62,-73.78,0,0,0
-12.72,-76.83,0,0,0
-3.77,-80.61,2,0,1
-12.48,-77.27,0,0,0
-10.87,-74.5,0,0,0
-2.23,-79.95,70,22,4
-17.53,-70.04,1,1,3
-13.85,-76.3,2,0,2
-15.7,-71.96,1,0,1
-6.58,-80.99,0,0,0
-11.48,-73.29,0,0,0
-12.46,-75.54,0,0,0
-15.92,-72.38,0,0,0
-12.77,-73.96,0,0,0
-16.21,-71.76,0,0,1
-8.68,-76.01,0,0,0
-4.88,-80.78,12,1,5
-4.89,-80.85,6,0,2
-18.89,-72.14,0,0,0
-10.16,-78.79,0,0,0
-13.28,-76.47,0,0,0
-11.71,-76.23,1,0,2
-8.67,-76.01,0,0,0
-10.25,-74.75,0,0,0
-7.84,-74.53,0,0,0
-4.89,-80.82,5,0,2
-4.92,-80.77,13,2,8
-4.94,-80.74,18,3,8
-4.89,-80.83,5,0,2
-4.92,-80.8,8,0,3
-8.73,-75.98,0,0,0
-8.71,-75.99,0,0,0
-16.46,-72.05,1,0,1
-8.43,-79.74,0,0,0
-9.91,-78.78,0,0,0
-8.65,-76.01,0,0,0
-8.8,-76.0,0,0,0
-8.66,-76.0,0,0,0
-8.67,-76.02,0,0,0
-15.68,-74.18,0,0,0
-12.68,-77.02,0,0,0
-7.96,-74.57,0,0,0
-16.13,-75.46,0,0,0
-7.11,-79.52,1,1,2
-16.73,-73.0,0,0,0
-16.87,-71.88,0,0,0
-14.29,-73.71,0,0,0
-19.23,-69.94,0,0,0
-12.43,-77.38,0,0,0
-5.94,-79.62,1,0,0
-9.8,-74.73,0,0,0
-8.56,-80.2,0,0,0
-18.43,-71.9,0,0,0
-8.7,-80.15,0,0,0
-15.49,-75.46,0,0,0
-16.45,-74.0,0,0,0
-16.43,-71.91,5,0,3
-18.63,-71.1,0,0,0
-15.69,-71.93,2,0,1
-10.63,-78.72,0,0,0
-18.42,-69.89,0,0,0
-15.06,-75.93,0,0,0
-19.21,-70.14,0,0,0
-11.09,-76.69,0,0,0
-14.27,-76.38,0,0,0
-12.74,-77.85,0,0,0
-11.11,-78.02,0,0,0
-15.41,-74.23,0,0,0
-5.13,-80.9,0,0,0
-16.26,-73.51,0,0,0
-12.78,-77.42,0,0,0
-12.59,-75.28,1,0,1
-18.8,-69.44,0,0,0
-15.27,-75.06,0,0,0
-15.12,-75.71,0,0,0
-4.66,-79.52,1,0,0
-14.26,-72.83,0,0,0
-16.19,-74.17,0,0,0
-7.1,-80.98,0,0,0
-11.23,-73.95,0,0,0
-19.13,-70.62,0,0,0
-7.88,-77.95,0,0,0
-14.84,-71.8,0,0,0
-9.54,-79.63,0,0,0
-15.6,-72.79,0,0,0
-9.26,-79.19,0,0,0
-3.75,-80.45,1,0,1
-12.52,-77.08,0,0,0
-16.82,-71.3,1,0,0
-12.5,-77.11,0,0,0
-4.85,-80.84,5,0,2
-13.89,-71.73,0,0,1
-13.78,-72.79,0,0,0
-15.61,-71.75,3,0,1
-13.81,-72.72,0,0,1
-11.98,-76.03,0,0,0
-13.56,-76.31,0,0,0
-9.21,-79.24,0,0,0
-9.18,-78.73,0,0,0
-7.83,-74.7,0,0,0
-16.39,-74.19,0,0,0
-15.71,-72.15,0,0,2
-16.8,-71.29,1,0,0
-16.8,-70.62,5,0,2
-16.81,-71.77,0,0,0
-8.66,-74.39,0,0,1
-15.92,-74.59,0,0,0
-12.36,-76.98,0,0,0
-8.77,-76.32,0,0,0
-14.21,-75.78,4,0,3
-5.35,-79.92,2,0,3
-12.24,-76.9,46,6,16
-16.79,-70.63,5,0,2
-13.88,-75.34,0,0,0
-3.32,-80.87,0,0,0
-13.4,-74.99,0,0,0
-4.94,-76.76,0,0,0
-14.63,-73.77,0,0,0
-14.3,-72.31,0,0,0
-13.52,-75.02,0,0,0
-18.8,-69.55,0,0,0
-15.64,-71.87,2,0,1
-7.41,-75.82,0,0,0
-19.55,-69.7,0,0,0
-18.87,-69.34,0,0,0
-12.45,-77.06,0,0,0
-9.96,-79.09,0,0,0
