latitud,longitud,salud,bomberos,policia
-9.73,-79.33,0,0,0
-19.16,-70.12,0,0,0
-11.5,-73.54,0,0,0
-8.63,-74.5,0,0,0
-15.69,-71.98,1,0,1
-16.4,-71.59,63,7,36
-16.31,-73.69,1,0,1
-9.29,-78.64,0,0,0
-7.19,-79.73,0,0,0
-10.82,-73.76,0,0,1
-14.93,-72.28,0,0,0
-16.82,-71.25,1,0,0
-9.1,-79.31,0,0,0
-18.46,-69.88,0,0,0
-9.77,-78.44,0,0,0
-11.81,-77.45,0,0,0
-15.19,-71.94,0,0,0
-15.65,-71.82,3,0,1
-10.36,-75.15,0,0,0
-16.73,-72.22,0,0,0
-10.73,-78.55,0,0,0
-21.9,-70.55,0,0,0
-15.72,-71.89,0,0,0
-16.76,-71.29,1,0,0
-4.64,-80.3,1,0,2
-8.38,-77.7,0,0,0
-16.27,-73.72,0,0,0
-8.68,-78.88,0,0,0
-16.75,-71.26,1,0,0
-8.74,-71.09,0,0,0
-14.52,-76.53,0,0,0
-16.4,-71.84,2,0,2
-14.5,-76.65,0,0,0
-14.46,-76.42,0,0,0
-16.78,-71.3,1,0,0
-15.66,-71.96,1,0,1
-4.06,-80.43,0,0,0
-16.82,-71.31,1,0,0
-16.8,-71.32,1,0,0
-5.93,-75.04,0,0,0
-1.99,-78.44,0,0,0
-8.11,-74.6,0,0,0
-19.57,-69.62,0,0,0
-12.84,-76.16,0,0,0
-16.71,-71.5,0,0,0
-11.09,-77.68,8,1,3
-16.83,-71.27,1,0,0
-10.41,-78.59,0,0,0
-18.83,-70.41,0,0,0
-16.25,-73.73,0,0,0
-2.1,-79.82,46,8,1
-16.56,-71.6,1,0,1
-12.42,-77.03,0,0,0
-16.81,-71.31,1,0,0
-16.76,-71.26,1,0,0
-16.79,-71.32,1,0,0
-16.76,-71.24,1,0,0
-16.78,-71.29,1,0,0
-16.83,-71.32,1,0,0
-16.78,-71.28,1,0,0
-16.83,-71.34,0,0,0
-16.79,-71.31,1,0,0
-16.78,-71.31,1,0,0
-12.41,-76.94,0,0,0
-16.72,-71.54,0,0,0
-16.73,-71.24,1,0,0
-16.81,-71.27,1,0,0
-16.81,-71.28,1,0,0
-16.8,-71.27,1,0,0
-16.79,-71.24,1,0,0
-16.81,-71.3,1,0,0
-16.81,-71.24,1,0,0
-16.78,-71.22,1,0,0
-16.88,-71.35,0,0,0
-14.27,-75.9,0,0,0
-13.55,-74.55,0,0,0
-15.66,-71.88,2,0,1
-8.88,-79.4,0,0,0
-17.47,-70.03,1,1,3
-15.89,-73.45,0,0,0
-15.69,-71.76,3,0,1
-9.39,-79.24,0,0,0
-14.91,-72.89,0,0,0
-7.1,-75.79,0,0,0
-16.38,-74.23,0,0,0
-15.73,-75.39,0,0,0
-19.35,-70.36,0,0,0
-13.77,-76.23,11,2,7
-13.12,-76.61,0,0,0
-17.2,-70.32,1,0,2
-2.51,-79.74,0,0,0
-18.33,-71.23,0,0,0
-17.81,-70.55,0,1,2
-15.54,-72.99,0,0,0
-8.42,-78.99,0,0,0
-15.71,-72.03,0,0,3
-14.63,-75.5,0,0,0
-16.6,-71.64,0,0,0
-17.46,-69.97,1,1,3
-17.17,-73.86,0,0,0
-15.67,-72.05,1,0,3
-4.87,-78.56,0,0,0
-10.52,-74.01,0,0,0
-16.22,-72.72,0,0,0
-8.16,-76.18,0,0,0
-8.88,-79.42,0,0,0
-15.7,-72.04,1,0,3
-17.78,-69.78,0,0,0
-16.31,-74.16,0,0,0
-16.43,-74.19,0,0,0
-14.52,-76.48,0,0,0
-14.45,-76.41,0,0,0
-16.39,-74.21,0,0,0
-14.69,-76.67,0,0,0
-3.92,-77.56,0,0,0
-8.72,-76.23,0,0,0
-15.65,-74.66,0,0,0
-16.06,-71.8,0,0,1
-17.4,-70.74,0,0,0
-12.57,-71.26,0,0,0
-12.7,-76.82,0,0,0
-16.63,-71.08,1,0,0
-11.47,-77.99,0,0,0
-13.61,-72.85,3,2,7
-9.58,-75.7,0,0,0
-10.55,-78.65,0,0,0
-15.68,-71.83,3,0,1
-15.66,-71.87,2,0,1
-8.89,-77.2,0,0,0
-8.92,-77.24,2,0,0
-12.72,-76.92,0,0,0
-14.73,-72.34,0,0,0
-11.64,-77.38,0,0,0
-15.67,-72.16,0,0,2
-7.35,-77.97,0,0,0
-7.5,-75.85,0,0,0
-17.33,-70.01,0,0,0
-13.31,-74.6,0,0,0
-9.18,-71.39,0,0,0
-8.83,-70.9,0,0,0
-6.42,-76.9,0,0,0
-10.64,-78.07,0,0,0
-11.38,-77.52,0,0,0
-15.66,-74.64,0,0,0
-6.3,-76.78,0,0,0
-15.69,-71.78,3,0,1
-15.33,-71.41,0,0,0
-14.45,-71.25,0,0,3
-15.7,-74.58,0,0,1
-19.27,-69.46,0,0,0
-17.68,-70.88,0,0,2
-12.26,-71.87,0,0,0
-13.23,-76.46,0,0,0
-18.98,-70.44,0,0,0
-18.34,-69.9,0,0,0
-6.38,-76.93,0,0,0
-17.93,-70.07,0,0,1
-13.08,-76.33,9,1,4
-17.04,-70.92,1,1,3
-4.73,-77.63,0,0,0
-6.45,-76.99,0,0,0
-16.36,-73.93,0,0,0
-16.45,-73.97,0,0,0
-12.74,-76.87,0,0,0
-15.88,-74.12,0,0,0
-10.05,-79.72,0,0,0
-17.43,-69.92,0,0,0
-17.4,-69.88,0,0,0
-14.4,-75.89,0,0,0
-12.17,-77.18,0,0,0
-14.8,-70.42,0,0,2
-6.0863,-79.5251,0,0,0
-8.7598,-74.6479,0,0,0
-17.7018,-69.8159,0,0,0
-10.1475,-75.6098,0,0,0
-9.8285,-78.8959,0,0,0
-18.8306,-70.2339,0,0,0
-15.6282,-71.793,3,0,1
-20.5751,-69.7935,0,0,0
-12.4122,-77.0103,0,0,0
-15.0045,-76.3941,0,0,0
-18.0711,-69.9344,0,0,0
-9.79,-78.85,0,0,0
-16.4321,-72.0095,3,0,2
-14.964,-72.0172,0,0,0
-17.0414,-73.7188,0,0,0
-6.766,-76.9594,0,0,0
-17.7972,-73.0007,0,0,0
-12.3278,-77.0075,1,0,0
-16.4396,-71.9587,2,0,1
-16.1568,-73.5632,1,0,1
-15.7368,-71.7679,0,0,0
-12.4,-76.9424,0,0,0
-15.6625,-72.1634,0,0,2
-12.4395,-77.0071,0,0,0
-12.4752,-77.0732,0,0,0
-6.5176,-80.8533,0,0,0
-15.06,-75.69,0,0,0
-23.3971,-66.9807,0,0,0
-17.6672,-70.4713,0,0,0
-13.2508,-74.8017,0,0,0
-8.3719,-81.1005,0,0,0
-14.9197,-76.2103,0,0,0
-15.7046,-71.9782,1,0,1
-14.703,-73.7606,0,0,0
-14.8221,-71.7611,0,0,0
-15.6159,-71.7557,3,0,1
-8.5464,-75.7411,0,0,0
-15.6987,-71.892,2,0,1
-16.1948,-74.3685,0,0,0
-18.9529,-69.9746,0,0,0
-16.9685,-71.6144,0,0,0
-12.304,-77.0329,0,0,0
-19.331,-70.5615,0,0,0
-13.6369,-72.8109,3,2,7
-15.8933,-73.1428,1,0,1
-13.5965,-72.6634,2,1,0
-13.2565,-70.9792,0,0,0
-15.4598,-73.036,0,0,0
-14.9706,-71.814,0,0,0
-4.26,-77.6381,0,0,0
-15.6362,-71.8099,3,0,1
-15.6484,-71.8092,3,0,1
-4.8092,-79.1891,1,0,0
-16.7589,-71.7012,0,0,0
-16.7559,-71.5975,0,0,0
-10.7248,-78.4034,0,0,0
-16.4139,-73.4629,0,0,0
-15.1,-70.98,0,0,0
-13.9859,-75.8778,0,0,2
-8.7566,-74.1706,0,0,0
-5.0306,-76.8611,0,0,0
-15.6698,-71.8081,3,0,1
-8.2369,-79.7601,0,0,0
-16.29,-74.43,0,0,0
-16.0319,-74.5208,0,0,0
-18.5585,-71.032,0,0,0
-3.5963,-80.187,4,0,1
-14.2239,-73.5159,0,0,0
-14.7369,-76.2279,0,0,0
-7.7207,-73.8724,0,0,0
-15.2998,-72.4724,0,0,0
-15.6371,-71.799,3,0,1
-11.7501,-77.6077,0,0,0
-12.506,-76.7474,2,1,1
-12.0155,-77.0941,228,23,76
-17.5221,-70.4357,0,0,0
-15.6234,-71.7994,3,0,1
-16.7328,-69.5706,0,0,0
-13.6595,-71.6579,0,0,5
-7.7152,-76.2349,0,0,0
-8.566,-78.8606,0,0,0
-19.5766,-69.3045,0,0,0
-18.7825,-69.7651,0,0,0
-11.8334,-75.0944,0,0,0
-11.8447,-75.1024,0,0,0
-8.7893,-74.8963,0,0,0
-19.18,-70.13,0,0,0
-17.7881,-70.5386,0,1,2
-15.6304,-71.8095,3,0,1
-11.8228,-75.1198,0,0,0
-11.829,-75.0907,0,0,0
-11.8256,-75.1219,0,0,0
-13.6428,-72.872,3,2,7
-15.5811,-71.7855,3,0,1
-16.4212,-71.8281,3,0,2
-12.7347,-76.8661,0,0,0
-13.3927,-75.4825,0,0,0
-5.0981,-80.4879,0,0,0
-16.7405,-71.3654,0,0,0
-9.8136,-78.9114,0,0,0
-16.4639,-72.7991,0,0,0
-8.6618,-77.8067,1,0,0
-15.6165,-71.8147,3,0,1
-7.7621,-74.5447,0,0,0
-16.8132,-69.602,0,0,0
-16.2356,-71.8547,0,0,0
-4.4144,-76.9487,0,0,0
-5.8344,-78.5942,0,0,0
-10.455,-78.5824,0,0,0
-13.6346,-72.869,3,2,7
-5.3528,-80.8856,1,0,0
-5.9213,-76.955,0,0,0
-8.059,-74.5299,0,0,0
-11.2874,-78.4102,0,0,0
-4.3481,-79.6592,0,0,0
-15.131,-71.77,1,0,1
-13.6419,-72.8453,3,2,7
-15.5925,-71.7912,3,0,1
-5.23,-80.24,1,0,1
-12.5341,-77.0668,0,0,0
-15.2196,-75.0554,0,0,0
-16.3969,-72.4658,0,0,0
-11.997,-77.336,0,0,0
-12.3102,-77.0758,0,0,0
-7.1667,-75.5573,0,0,0
-8.3681,-75.0007,0,0,0
-12.1443,-73.173,0,0,0
-11.4335,-77.7927,0,0,0
-15.684,-71.8316,3,0,1
-15.6827,-71.8568,3,0,1
-14.5789,-76.2395,0,0,0
-15.6633,-71.8321,3,0,1
-8.7603,-80.2026,0,0,0
-7.1136,-80.1338,0,0,0
-8.3152,-80.1513,0,0,0
-15.6682,-71.8075,3,0,1
-16.7665,-72.3626,0,0,1
-13.5292,-70.5638,0,0,0
-15.6664,-71.8059,3,0,1
-15.611,-71.7859,3,0,1
-15.6318,-71.8039,3,0,1
-17.05,-70.9391,1,0,2
-15.6258,-71.7964,3,0,1
-15.6762,-71.8386,3,0,1
-18.4861,-70.1111,0,0,0
-15.6567,-71.8247,3,0,1
-15.6295,-71.8038,3,0,1
-15.6483,-71.8149,3,0,1
-15.6574,-71.8035,3,0,1
-15.68,-71.81,3,0,1
-15.7038,-71.8707,1,0,0
-15.6782,-71.8644,2,0,1
-14.1669,-72.7831,0,0,1
-13.663,-75.2303,0,0,0
-15.7153,-71.8556,0,0,0
-15.6357,-71.802,3,0,1
-15.6398,-71.7944,3,0,1
-15.6587,-71.8302,3,0,1
-15.6811,-71.842,3,0,1
-15.6733,-71.8308,3,0,1
-15.7009,-71.8463,2,0,0
-15.6871,-71.8179,3,0,1
-15.6272,-71.8059,3,0,1
-15.6078,-71.8016,3,0,1
-15.66,-71.81,3,0,1
-18.583,-70.4697,0,0,0
-15.6622,-71.8137,3,0,1
-15.6675,-71.7877,3,0,1
-15.6214,-71.823,3,0,1
-15.6239,-71.8017,3,0,1
-15.6287,-71.8067,3,0,1
-11.428,-76.9015,0,0,0
-15.6315,-71.814,3,0,1
-15.6792,-71.72,2,0,1
-15.6566,-71.8045,3,0,1
-15.655,-71.8051,3,0,1
-15.679,-71.859,3,0,1
-15.6291,-71.8109,3,0,1
-13.6815,-74.9347,0,0,0
-6.1228,-80.6695,0,0,0
-15.5127,-70.3556,0,0,0
-12.8679,-76.9293,0,0,0
-12.2412,-77.1142,6,2,1
-8.3521,-74.2103,0,0,0
-10.354,-75.5949,0,0,1
-14.3238,-76.4696,0,0,0
-11.8633,-77.4653,0,0,0
-5.7289,-78.6816,0,0,1
-14.7311,-74.7977,0,0,0
-15.294,-72.4592,0,0,0
-12.3991,-76.5683,0,0,0
-17.7702,-69.6021,0,0,0
-10.5489,-74.2725,0,0,0
-17.261,-71.8074,1,0,1
-16.3875,-72.0156,2,0,1
-17.0703,-70.1007,0,0,0
-15.7338,-72.0064,0,0,0
-15.7431,-71.9966,0,0,0
-13.9863,-76.0334,0,0,0
-5.8628,-81.4265,0,0,0
-10.8132,-77.5275,0,0,0
-18.7276,-69.7726,0,0,0
-14.277,-76.5162,0,0,0
-10.6789,-78.3835,0,0,0
-8.9846,-79.32,0,0,0
-15.728,-72.2027,0,0,0
-6.2775,-75.9521,0,0,0
-16.4289,-71.6739,4,0,3
-17.7971,-71.2344,0,0,0
-15.7008,-71.7563,2,0,0
-17.726,-70.3835,0,0,0
-12.6964,-76.7185,2,1,1
-5.8467,-77.2012,0,0,0
-16.2726,-73.8124,0,0,0
-9.22,-78.8746,0,0,0
-15.672,-71.8217,3,0,1
-13.1248,-76.9186,0,0,0
-5.8853,-77.2574,1,1,0
-15.043,-71.9469,0,0,0
-8.6328,-78.8795,0,0,0
-6.5662,-80.9815,0,0,0
-18.5038,-71.4197,0,0,0
-15.6723,-71.8083,3,0,1
-18.492,-71.3559,0,0,0
-5.875,-81.0722,2,0,1
-12.7476,-76.8906,0,0,0
-11.5236,-77.2003,5,2,3
-17.2397,-72.7165,0,0,0
-14.3526,-75.7889,0,0,0
-4.814,-80.2427,0,0,1
-14.28,-74.42,0,0,0
-11.7153,-77.6718,0,0,0
-19.2538,-70.1278,0,0,0
-5.9164,-76.9966,0,0,0
-18.7753,-70.3689,0,0,0
-13.7895,-76.131,9,2,4
-10.7021,-75.6345,0,0,0
-15.2159,-70.9652,0,0,0
-5.9471,-77.26,1,1,0
-16.0334,-74.4696,0,0,0
-9.5011,-79.213,0,0,0
-10.857,-77.8225,1,0,1
-11.9752,-77.0739,206,18,76
-12.7464,-76.8934,0,0,0
-4.9462,-80.7941,7,1,3
-4.4349,-76.9517,0,0,0
-3.764,-79.7525,1,1,0
-8.7692,-79.3971,0,0,0
-10.8136,-78.5286,0,0,0
-7.9904,-74.4022,0,0,0
-4.9316,-80.7571,17,3,8
-4.8764,-80.837,6,0,2
-12.5944,-76.9704,0,0,0
-15.2801,-75.3842,0,0,0
-12.6395,-76.7895,0,0,0
-11.1677,-73.383,0,0,0
-11.46,-76.37,0,0,0
-14.9245,-73.9447,0,0,0
-12.7673,-76.9805,0,0,0
-7.9454,-74.549,0,0,0
-9.4147,-75.4734,0,0,0
-5.5676,-80.921,0,0,0
-18.811,-69.7297,0,0,0
-19.276,-69.7501,0,0,0
-10.8968,-73.8053,0,0,0
-14.8514,-75.5255,0,0,0
-18.8399,-70.1077,0,0,0
-13.2746,-76.5149,0,0,0
-8.3557,-74.1167,0,0,0
-10.5943,-80.538,0,0,0
-16.068,-72.8268,0,0,0
-5.3387,-78.8041,0,0,0
-12.3007,-76.8936,14,3,7
-14.2191,-70.7336,0,0,0
-9.3323,-78.9565,0,0,0
-14.2194,-70.7277,0,0,0
-14.2088,-70.7514,0,0,0
-14.5845,-75.7354,0,0,0
-14.2363,-70.7162,0,0,0
-8.2174,-74.2338,0,0,0
-5.1217,-80.1891,7,1,3
-9.8578,-75.0198,0,0,1
-7.3104,-75.7099,0,0,0
-8.6808,-77.827,0,0,0
-4.5235,-77.0388,0,0,0
-18.4496,-70.9152,0,0,0
-17.661,-70.517,0,0,0
-5.33,-78.82,0,0,1
-7.636,-76.3461,0,0,0
-11.8141,-77.6579,0,0,0
-15.1846,-71.9464,0,0,0
-11.5123,-76.662,1,0,1
-17.6609,-69.6297,1,0,0
-9.8137,-78.8227,0,0,0
-14.1468,-71.4308,1,0,5
-15.3716,-70.9382,0,0,0
-8.9584,-78.7968,0,0,0
-15.7957,-71.9348,0,0,0
-8.9708,-78.1262,0,0,0
-11.3023,-74.6381,1,1,0
-16.7972,-71.8499,0,0,0
-12.7642,-76.8848,0,0,0
-12.7787,-76.9083,0,0,0
-17.4917,-69.8353,0,0,0
-17.4972,-69.8482,0,0,0
-11.9721,-76.8429,26,1,4
-4.7117,-76.9259,0,0,0
-17.5233,-69.8723,0,0,0
-12.8041,-76.9879,0,0,0
-11.4047,-76.3428,0,0,0
-5.6698,-77.2732,0,0,0
-9.5565,-75.5176,0,0,0
-4.7025,-80.3146,1,0,2
-12.6327,-77.2495,0,0,0
-4.9246,-81.0421,6,0,6
-8.6863,-77.8341,0,0,0
-5.8466,-80.8432,2,0,0
-12.7803,-73.6406,0,0,0
-9.6246,-79.5228,0,0,0
-4.939,-81.1582,1,0,1
-4.8673,-80.7908,10,1,4
-15.6474,-71.8074,3,0,1
-4.2185,-80.5715,0,0,0
-5.5762,-76.3891,0,0,0
-14.9097,-75.3355,0,0,0
-8.0493,-74.458,0,0,0
-12.6706,-76.9744,0,0,0
-5.8173,-77.204,0,0,0
-9.486,-75.5815,0,0,0
-5.4455,-80.9701,0,0,0
-10.6212,-76.1615,2,0,1
-7.9554,-75.5877,0,0,0
-7.5669,-79.7603,0,0,0
-16.5706,-72.9577,0,0,0
-9.2366,-79.3581,0,0,0
-7.4486,-80.0076,0,0,0
-17.4443,-71.6628,0,0,0
-6.1297,-81.9684,0,0,0
-16.7705,-71.0616,0,0,0
-7.9299,-80.0815,0,0,0
-15.3448,-73.8887,0,0,0
-5.8621,-81.2652,0,0,0
-11.8631,-77.4793,0,0,0
-4.8779,-80.7718,14,2,7
-15.6413,-71.8091,3,0,1
-2.865,-80.235,0,0,0
-15.6442,-71.8064,3,0,1
-15.6889,-72.047,1,0,3
-13.3321,-76.5363,0,0,0
-17.437,-70.9832,0,0,0
-4.6231,-77.7594,0,0,0
-8.848,-74.4913,0,0,0
-8.4808,-74.3199,0,0,0
-14.6779,-75.4314,0,0,0
-16.3491,-73.3654,0,0,0
-17.5128,-69.8481,0,0,0
-16.8955,-71.7754,0,0,0
-13.3986,-76.529,0,0,0
-15.7097,-74.6918,0,0,0
-4.5628,-76.9909,0,0,0
-14.9919,-71.8617,0,0,0
-8.6569,-77.8527,1,0,0
-17.5199,-69.8482,0,0,0
-17.5257,-69.8576,0,0,0
-17.8345,-71.7482,0,0,0
-17.5333,-69.8698,0,0,0
-14.3135,-74.8401,0,0,1
-4.8753,-77.1182,0,0,0
-17.687,-70.7135,1,1,1
-17.0256,-70.1114,0,0,0
-10.4719,-74.6984,0,0,0
-18.5536,-71.1813,0,0,0
-17.5458,-69.8529,0,0,0
-15.875,-71.9521,0,0,0
-13.6492,-76.1216,10,3,5
-16.7783,-69.6014,0,0,0
-9.2052,-79.284,0,0,0
-16.7834,-71.5405,0,0,0
-14.1302,-75.7827,33,2,12
-18.6774,-71.1667,0,0,0
-2.5246,-77.4346,0,0,0
-8.9641,-79.4237,0,0,0
-11.3555,-77.21,0,0,0
-15.6845,-71.9517,1,0,1
-6.4785,-79.9664,0,0,0
-12.7295,-76.9489,0,0,0
-15.6695,-71.8598,3,0,1
-5.7965,-77.3872,0,0,0
-13.359,-76.5772,0,0,0
-5.6923,-79.4186,0,0,0
-16.0739,-74.372,0,0,0
-13.9528,-76.9615,0,0,0
-16.1798,-74.5512,0,0,0
-8.1665,-80.089,0,0,0
-8.1322,-80.0543,0,0,0
-19.3459,-69.4223,0,0,0
-4.7789,-76.9751,0,0,0
-15.7092,-71.968,1,0,1
-13.5291,-76.1959,1,0,1
-17.2956,-69.9975,0,0,0
-12.5396,-77.0096,0,0,0
-4.4251,-76.9396,0,0,0
-12.0563,-77.5417,0,0,0
-14.9746,-73.5804,0,0,0
-11.7102,-76.8406,1,0,1
-15.282,-76.9737,0,0,0
-14.9032,-71.9165,0,0,0
-6.5374,-75.8744,0,0,0
-10.2566,-75.1583,0,0,0
-12.0554,-77.4767,0,0,0
-8.8384,-79.8705,0,0,0
-12.1329,-75.4928,0,0,0
-8.9325,-79.1874,0,0,0
-10.1533,-75.7022,0,0,0
-16.2898,-70.5501,0,0,0
-8.9423,-78.6509,3,0,0
-3.2621,-80.7202,0,0,0
-15.6807,-71.8369,3,0,1
-15.6562,-71.8506,3,0,1
-16.9811,-72.0928,3,2,2
-15.6247,-71.8229,3,0,1
-6.8414,-75.9866,0,0,0
-10.6667,-75.0575,0,0,0
-11.6662,-76.6222,0,0,0
-12.2563,-77.4444,0,0,0
-15.3958,-75.8778,0,0,0
-10.4619,-78.6281,0,0,0
-9.1798,-75.6455,0,0,0
-4.8751,-80.6242,13,3,7
-8.0661,-74.5549,0,0,0
-16.5236,-72.7741,3,0,5
-11.6774,-76.3741,1,0,1
-12.4901,-77.1209,0,0,0
-14.3727,-72.8538,1,0,1
-13.0722,-76.4521,7,1,3
-9.7311,-78.6113,0,0,0
-14.3665,-72.3038,0,0,0
-16.3088,-74.8015,0,0,0
-14.2283,-72.9672,0,0,1
-4.9436,-80.8156,4,0,1
-15.652,-71.8778,2,0,1
-16.1879,-73.38,0,0,0
-9.1797,-79.3218,0,0,0
-12.5965,-76.9111,0,0,0
-15.4088,-75.5918,0,0,0
-18.3409,-69.5508,0,0,0
-11.8577,-73.4708,0,0,0
-5.9821,-81.7157,0,0,0
-19.2852,-69.9224,0,0,0
-15.6646,-71.8744,2,0,1
-15.8643,-73.2034,1,0,1
-4.8812,-80.856,6,0,2
-4.8098,-80.8225,4,0,1
-2.9102,-76.4115,0,0,0
-12.7838,-76.9612,0,0,0
-15.2895,-75.0472,0,0,0
-11.9423,-71.8073,0,0,0
-17.7228,-70.982,0,0,2
-15.1912,-74.1221,0,0,0
-15.1713,-74.1412,0,0,0
-15.2658,-72.3333,1,0,1
-8.0183,-78.9337,17,3,3
-8.0812,-74.5083,0,0,0
-13.5258,-76.1404,1,0,3
-12.526,-77.0344,0,0,0
-11.7135,-76.2469,1,0,2
-4.9239,-80.7336,19,3,9
-12.0476,-76.434,2,0,0
-12.1758,-73.3728,0,0,0
-16.1175,-74.0015,0,0,0
-15.7155,-71.9919,0,0,0
-15.7141,-71.991,0,0,0
-11.0215,-74.6127,0,0,0
-7.1664,-80.2237,0,0,0
-12.6873,-77.0739,0,0,0
-16.3852,-71.9893,2,0,1
-11.6638,-77.852,0,0,0
-12.2831,-76.5969,0,0,0
-14.3315,-76.7642,0,0,0
-8.6758,-77.8129,0,0,0
-15.6648,-71.8589,3,0,1
-12.9816,-71.4961,0,0,1
-4.9859,-80.7687,10,0,4
-16.3533,-73.1182,1,0,1
-15.6605,-71.9082,2,0,1
-9.2198,-79.1619,0,0,0
-15.6516,-71.8749,2,0,1
-15.6604,-71.8617,2,0,1
-15.6889,-71.8644,2,0,1
-15.6689,-71.8627,2,0,1
-15.6737,-71.8668,2,0,1
-15.6532,-71.951,1,0,1
-15.6398,-71.9177,2,0,1
-11.8177,-71.6784,0,0,0
-15.693,-71.8651,2,0,1
-15.6804,-71.8613,2,0,1
-16.4261,-71.9851,2,0,1
-8.7628,-74.7172,0,0,0
-15.6047,-71.8352,3,0,1
-15.6719,-71.9377,1,0,1
-15.667,-71.9237,2,0,1
-11.7352,-71.787,0,0,0
-15.6594,-71.9335,1,0,1
-15.6869,-71.8529,3,0,1
-15.6449,-71.9179,2,0,1
-15.6843,-71.8768,2,0,1
-15.6804,-71.8883,3,0,2
-15.6611,-71.8865,3,0,1
-15.6627,-71.9452,1,0,1
-15.7346,-71.8928,0,0,0
-15.6536,-71.8792,2,0,1
-15.6773,-71.8665,2,0,1
-12.5738,-76.8823,0,0,0
-15.7,-71.8571,2,0,0
-15.6649,-71.9386,1,0,1
-15.6828,-71.9097,2,0,1
-15.6119,-71.9295,2,0,1
-15.6599,-71.9161,2,0,1
-15.6679,-71.9428,1,0,1
-17.076,-72.8911,0,0,0
-15.6557,-71.9396,1,0,1
-15.6397,-71.8805,2,0,1
-11.3756,-78.0244,0,0,0
-15.6525,-71.8977,3,0,2
-15.6607,-71.9075,2,0,1
-15.6755,-71.9221,2,0,1
-15.68,-71.9022,2,0,1
-15.6624,-71.9034,2,0,1
-14.1026,-74.5095,0,0,0
-15.6584,-71.9038,2,0,1
-16.0587,-73.7612,0,0,0
-15.2684,-72.0978,0,0,0
-4.9458,-80.8028,5,0,2
-9.493,-74.8316,0,0,0
-15.7004,-72.1654,0,0,2
-15.6982,-71.5113,2,0,1
-16.204,-73.667,1,0,1
-15.8728,-70.6173,0,0,0
-13.1196,-75.1336,0,0,0
-15.6811,-71.5262,2,0,1
-16.2741,-69.7681,0,0,0
-9.4838,-71.1994,0,0,0
-17.0031,-71.7271,1,1,1
-4.1618,-80.8903,0,0,0
-16.5205,-72.9057,0,0,0
-8.2144,-74.8406,0,0,0
-15.6492,-71.7523,3,0,1
-19.3272,-70.2834,0,0,0
-11.0667,-78.0753,0,0,0
-10.1621,-75.1179,0,0,0
-4.5763,-80.8257,0,0,0
-16.2635,-70.7945,1,0,1
-9.5828,-79.0223,0,0,0
-9.3291,-79.3778,0,0,0
-6.9484,-76.6579,0,0,0
-12.7146,-76.8595,0,0,0
-15.7156,-71.7951,0,0,0
-9.1099,-75.2912,0,0,0
